country,team,player,position,dob,tour,start,end,place,prize,startelo64,endelo64
China,DT^Club,super,1,1993-01-04,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
China,DT^Club,injuly,2,1993-01-28,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
China,DT^Club,air,3,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
China,DT^Club,dreamyu,4,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
China,DT^Club,xdd,5,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
Germany,CIS Game,black,1,1993-05-27,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,1023.7572191416943
China,CIS Game,june,2,1994-08-28,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,1023.7572191416943
China,CIS Game,inflame,3,1992-12-22,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,1023.7572191416943
China,CIS Game,ayo,4,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,1023.7572191416943
,CIS Game,add,5,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,1023.7572191416943
China,CNB.cn,yxl,1,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
,CNB.cn,sdn,2,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
China,CNB.cn,dogf1ghts,3,1995-12-05,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
China,CNB.cn,yim,4,1993-05-22,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
China,CNB.cn,5400,5,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
,Speed Gaming.cn,qtm,1,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
,Speed Gaming.cn,zy,2,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
Canada,Speed Gaming.cn,tc,3,1992-04-04,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
China,Speed Gaming.cn,jdh,4,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
,Speed Gaming.cn,zrd,5,,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,,
China,Vici Gaming,sylar,1,1993-12-20,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,1169.36840735249,1180.3934504910374
China,Vici Gaming,super,2,1993-01-04,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,1169.36840735249,1180.3934504910374
China,Vici Gaming,rotk,3,1992-03-13,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,1169.36840735249,1180.3934504910374
China,Vici Gaming,fenrir,4,1989-01-18,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,1169.36840735249,1180.3934504910374
China,Vici Gaming,fy,5,1995-02-12,ECL 2014 Spring,2014-03-26,2014-06-15,3,1610.0,1169.36840735249,1180.3934504910374
Sweden,4 Friends + Chrillee,eresloco,1,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1117.7852134507598,1136.1493200652335
Sweden,4 Friends + Chrillee,strangby,2,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1117.7852134507598,1136.1493200652335
Sweden,4 Friends + Chrillee,chrillee,3,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1117.7852134507598,1136.1493200652335
,4 Friends + Chrillee,boomski,4,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1117.7852134507598,1136.1493200652335
,4 Friends + Chrillee,jussi,5,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1117.7852134507598,1136.1493200652335
Sweden,Fnatic,era,1,1995-09-03,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1347.946300266969,1065.3849062400643
Germany,Fnatic,h4nn1,2,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1347.946300266969,1065.3849062400643
Finland,Fnatic,trixi,3,1989-12-28,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1347.946300266969,1065.3849062400643
Denmark,Fnatic,n0tail,4,1993-10-08,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1347.946300266969,1065.3849062400643
Israel,Fnatic,fly,5,1993-03-09,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1347.946300266969,1065.3849062400643
USA,Fnatic,fly,5,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1347.946300266969,1065.3849062400643
Denmark,Meet Your Makers,unicornxoxo,1,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,,
Denmark,Meet Your Makers,link,2,1992-04-19,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,,
Denmark,Meet Your Makers,miggel,3,1987-12-16,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,,
Denmark,Meet Your Makers,ace,4,1994-01-19,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,,
Denmark,Meet Your Makers,cr1t,5,1996-07-13,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,,
Kazakhstan,NEXT.kz,mantis,1,1992-08-25,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,,
,NEXT.kz,watafaka,2,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,,
,NEXT.kz,stalcat,3,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,,
Russia,NEXT.kz,kaht,4,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,,
,NEXT.kz,equal,5,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,,
Belarus,Power Rangers,moonlight,1,,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1076.659358372606,1140.7713176115346
Russia,Power Rangers,scandal,2,1991-12-04,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1076.659358372606,1140.7713176115346
Belarus,Power Rangers,chshrct,3,1990-09-05,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1076.659358372606,1140.7713176115346
Belarus,Power Rangers,fng,4,1995-09-24,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1076.659358372606,1140.7713176115346
Belarus,Power Rangers,j4,5,1992-05-12,Fragbite Masters 2014,2014-04-03,2014-04-26,3,3000.0,1076.659358372606,1140.7713176115346
Ukraine,Natus Vincere,xboct,1,1990-12-29,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1418.5784757850975,1178.8414820454302
Ukraine,Natus Vincere,dendi,2,1989-12-30,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1418.5784757850975,1178.8414820454302
Ukraine,Natus Vincere,funn1k,3,1992-11-16,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1418.5784757850975,1178.8414820454302
Estonia,Natus Vincere,puppey,4,1990-03-06,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1418.5784757850975,1178.8414820454302
Germany,Natus Vincere,kuroky,5,1992-10-28,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1418.5784757850975,1178.8414820454302
Sweden,Fnatic,era,1,1995-09-03,MLG T.K.O. Europe,2014-02-04,2014-04-16,1,14000.0,1099.8453551409787,1393.2559750439912
Germany,Fnatic,h4nn1,2,,MLG T.K.O. Europe,2014-02-04,2014-04-16,1,14000.0,1099.8453551409787,1393.2559750439912
Finland,Fnatic,trixi,3,1989-12-28,MLG T.K.O. Europe,2014-02-04,2014-04-16,1,14000.0,1099.8453551409787,1393.2559750439912
Denmark,Fnatic,n0tail,4,1993-10-08,MLG T.K.O. Europe,2014-02-04,2014-04-16,1,14000.0,1099.8453551409787,1393.2559750439912
Israel,Fnatic,fly,5,1993-03-09,MLG T.K.O. Europe,2014-02-04,2014-04-16,1,14000.0,1099.8453551409787,1393.2559750439912
USA,Fnatic,fly,5,,MLG T.K.O. Europe,2014-02-04,2014-04-16,1,14000.0,1099.8453551409787,1393.2559750439912
France,Sigma.int,paris,1,1992-08-19,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1104.17430835964,1144.0442771486626
Germany,Sigma.int,fata,2,1993-02-24,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1104.17430835964,1144.0442771486626
Denmark,Sigma.int,miggel,3,1987-12-16,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1104.17430835964,1144.0442771486626
France,Sigma.int,7ckngmad,4,1992-05-11,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1104.17430835964,1144.0442771486626
Germany,Sigma.int,pas,5,1992-10-25,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1104.17430835964,1144.0442771486626
Russia,Virtus.pro,illidan,1,1991-08-13,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1097.3869644296392,860.791666752565
,Virtus.pro,god,2,,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1097.3869644296392,860.791666752565
Russia,Virtus.pro,arsart,3,1988-08-12,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1097.3869644296392,860.791666752565
Russia,Virtus.pro,ns,4,1988-09-24,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1097.3869644296392,860.791666752565
Russia,Virtus.pro,jotm,5,1993-02-26,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1097.3869644296392,860.791666752565
Russia,Team Empire,silent,1,1992-12-03,MLG T.K.O. Europe,2014-02-04,2014-04-16,2,8500.0,1288.305200454729,1226.4279557596785
Ukraine,Team Empire,resolut1on,2,1996-09-02,MLG T.K.O. Europe,2014-02-04,2014-04-16,2,8500.0,1288.305200454729,1226.4279557596785
Ukraine,Team Empire,mag,3,1990-05-10,MLG T.K.O. Europe,2014-02-04,2014-04-16,2,8500.0,1288.305200454729,1226.4279557596785
Ukraine,Team Empire,alwayswannafly,4,1991-03-06,MLG T.K.O. Europe,2014-02-04,2014-04-16,2,8500.0,1288.305200454729,1226.4279557596785
Russia,Team Empire,vanskor,5,1995-01-20,MLG T.K.O. Europe,2014-02-04,2014-04-16,2,8500.0,1288.305200454729,1226.4279557596785
,RoX.KIS,bzz,1,,MLG T.K.O. Europe,2014-02-04,2014-04-16,3,4500.0,,
Russia,RoX.KIS,solo,2,1990-08-07,MLG T.K.O. Europe,2014-02-04,2014-04-16,3,4500.0,,
Russia,RoX.KIS,sedoy,3,1992-06-08,MLG T.K.O. Europe,2014-02-04,2014-04-16,3,4500.0,,
Russia,RoX.KIS,yol,4,1999-05-13,MLG T.K.O. Europe,2014-02-04,2014-04-16,3,4500.0,,
Ukraine,RoX.KIS,goblak,5,1988-12-04,MLG T.K.O. Europe,2014-02-04,2014-04-16,3,4500.0,,
Kazakhstan,NEXT.kz,mantis,1,1992-08-25,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,,
,NEXT.kz,watafaka,2,,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,,
,NEXT.kz,reeves,3,,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,,
,NEXT.kz,equal,4,,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,,
,NEXT.kz,amaz1ng,5,,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,,
Belarus,Power Rangers,moonlight,1,,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1202.4797650247667,1178.2421769379125
Russia,Power Rangers,scandal,2,1991-12-04,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1202.4797650247667,1178.2421769379125
Belarus,Power Rangers,chshrct,3,1990-09-05,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1202.4797650247667,1178.2421769379125
Belarus,Power Rangers,j4,4,1992-05-12,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1202.4797650247667,1178.2421769379125
Belarus,Power Rangers,fng,5,1995-09-24,MLG T.K.O. Europe,2014-02-04,2014-04-16,4,1500.0,1202.4797650247667,1178.2421769379125
,MVP Phoenix,march,1,,Korean Dota League,2014-02-16,2014-04-12,1,14490.0,,1097.8567523717463
South Korea,MVP Phoenix,heen,2,1987-02-28,Korean Dota League,2014-02-16,2014-04-12,1,14490.0,,1097.8567523717463
South Korea,MVP Phoenix,forev,3,1991-11-18,Korean Dota League,2014-02-16,2014-04-12,1,14490.0,,1097.8567523717463
South Korea,MVP Phoenix,reisen,4,1993-03-04,Korean Dota League,2014-02-16,2014-04-12,1,14490.0,,1097.8567523717463
South Korea,MVP Phoenix,dubu,5,1993-07-12,Korean Dota League,2014-02-16,2014-04-12,1,14490.0,,1097.8567523717463
Germany,Team Liquid,qojqva,1,,MLG T.K.O. America,2014-02-04,2014-04-05,2,8500.0,1055.1478790526974,1210.9456606151095
Canada,Team Liquid,tc,2,1992-04-04,MLG T.K.O. America,2014-02-04,2014-04-05,2,8500.0,1055.1478790526974,1210.9456606151095
USA,Team Liquid,bulba,3,1991-07-10,MLG T.K.O. America,2014-02-04,2014-04-05,2,8500.0,1055.1478790526974,1210.9456606151095
USA,Team Liquid,demon,4,1990-07-08,MLG T.K.O. America,2014-02-04,2014-04-05,2,8500.0,1055.1478790526974,1210.9456606151095
,Team Liquid,wayto,5,,MLG T.K.O. America,2014-02-04,2014-04-05,2,8500.0,1055.1478790526974,1210.9456606151095
Canada,Cloud9,eternalenvy,1,1991-07-02,MLG T.K.O. America,2014-02-04,2014-04-05,3,4500.0,,1267.5576618747325
Netherlands,Cloud9,singsing,2,1991-06-19,MLG T.K.O. America,2014-02-04,2014-04-05,3,4500.0,,1267.5576618747325
Romania,Cloud9,bone7,3,1991-02-20,MLG T.K.O. America,2014-02-04,2014-04-05,3,4500.0,,1267.5576618747325
,Cloud9,aui_2000,4,,MLG T.K.O. America,2014-02-04,2014-04-05,3,4500.0,,1267.5576618747325
Sweden,Cloud9,pieliedie,5,,MLG T.K.O. America,2014-02-04,2014-04-05,3,4500.0,,1267.5576618747325
,Denial eSports,smurf,1,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
,Denial eSports,dragonfist,2,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
,Denial eSports,e5dota,3,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
USA,Denial eSports,whitebeard,4,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
,Denial eSports,smurf,5,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Peru,Revenge eSports,benjaz,1,1993-09-30,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Peru,Revenge eSports,smash,2,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Peru,Revenge eSports,mihawk,3,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Peru,Revenge eSports,masoku,4,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Peru,Revenge eSports,mstco,5,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Canada,Team eHug,jigglebilly,1,1994-06-09,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
USA,Team eHug,ryuuboruz,2,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
USA,Team eHug,cak3z,3,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
,Team eHug,ima_sheepsux,4,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
USA,Team eHug,pandaego,5,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
,Swagenteiger,klotz,1,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Brazil,Swagenteiger,4dr,2,1993-07-13,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Brazil,Swagenteiger,tavo,3,1994-12-19,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Brazil,Swagenteiger,nedbone,4,,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Brazil,Swagenteiger,baga,5,1994-03-31,MLG T.K.O. America,2014-02-04,2014-04-05,4,1500.0,,
Canada,Evil Geniuses,arteezy,1,1996-07-01,MLG T.K.O. America,2014-02-04,2014-04-05,1,14000.0,1056.7812532067503,1330.2530332437752
USA,Evil Geniuses,mason,2,1991-11-02,MLG T.K.O. America,2014-02-04,2014-04-05,1,14000.0,1056.7812532067503,1330.2530332437752
USA,Evil Geniuses,universe,3,1989-10-11,MLG T.K.O. America,2014-02-04,2014-04-05,1,14000.0,1056.7812532067503,1330.2530332437752
Sweden,Evil Geniuses,zai,4,1997-08-05,MLG T.K.O. America,2014-02-04,2014-04-05,1,14000.0,1056.7812532067503,1330.2530332437752
USA,Evil Geniuses,ppd,5,1991-11-02,MLG T.K.O. America,2014-02-04,2014-04-05,1,14000.0,1056.7812532067503,1330.2530332437752
Sweden,Alliance,loda,1,1988-03-19,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,1245.6580696373946,1108.8276886065646
Sweden,Alliance,s4,2,1992-04-01,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,1245.6580696373946,1108.8276886065646
Sweden,Alliance,admiralbulldog,3,1990-12-19,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,1245.6580696373946,1108.8276886065646
Sweden,Alliance,egm,4,1991-06-04,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,1245.6580696373946,1108.8276886065646
Sweden,Alliance,akke,5,1988-05-26,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,1245.6580696373946,1108.8276886065646
Ukraine,Natus Vincere,xboct,1,1990-12-29,XMG Captains Draft Invitational,2014-02-18,2014-04-01,2,9650.0,1277.1468676727495,1193.5814942248367
Ukraine,Natus Vincere,dendi,2,1989-12-30,XMG Captains Draft Invitational,2014-02-18,2014-04-01,2,9650.0,1277.1468676727495,1193.5814942248367
Ukraine,Natus Vincere,funn1k,3,1992-11-16,XMG Captains Draft Invitational,2014-02-18,2014-04-01,2,9650.0,1277.1468676727495,1193.5814942248367
Estonia,Natus Vincere,puppey,4,1990-03-06,XMG Captains Draft Invitational,2014-02-18,2014-04-01,2,9650.0,1277.1468676727495,1193.5814942248367
Germany,Natus Vincere,kuroky,5,1992-10-28,XMG Captains Draft Invitational,2014-02-18,2014-04-01,2,9650.0,1277.1468676727495,1193.5814942248367
Sweden,Fnatic,era,1,1995-09-03,XMG Captains Draft Invitational,2014-02-18,2014-04-01,1,19300.0,1144.8743574342086,1378.4165211266952
Germany,Fnatic,h4nn1,2,,XMG Captains Draft Invitational,2014-02-18,2014-04-01,1,19300.0,1144.8743574342086,1378.4165211266952
Finland,Fnatic,trixi,3,1989-12-28,XMG Captains Draft Invitational,2014-02-18,2014-04-01,1,19300.0,1144.8743574342086,1378.4165211266952
,Fnatic,bigdaddy,4,,XMG Captains Draft Invitational,2014-02-18,2014-04-01,1,19300.0,1144.8743574342086,1378.4165211266952
Israel,Fnatic,fly,5,1993-03-09,XMG Captains Draft Invitational,2014-02-18,2014-04-01,1,19300.0,1144.8743574342086,1378.4165211266952
USA,Fnatic,fly,5,,XMG Captains Draft Invitational,2014-02-18,2014-04-01,1,19300.0,1144.8743574342086,1378.4165211266952
Canada,Team Liquid,tc,1,1992-04-04,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,1174.7089687849152,1169.9640124046955
Germany,Team Liquid,qojqva,2,,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,1174.7089687849152,1169.9640124046955
USA,Team Liquid,bulba,3,1991-07-10,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,1174.7089687849152,1169.9640124046955
USA,Team Liquid,fluffnstuff,4,1992-08-02,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,1174.7089687849152,1169.9640124046955
Canada,Team Liquid,waytosexy,5,1993-12-08,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,1174.7089687849152,1169.9640124046955
,RoX.KIS,bzz,1,,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,,
Russia,RoX.KIS,solo,2,1990-08-07,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,,
Russia,RoX.KIS,sedoy,3,1992-06-08,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,,
Russia,RoX.KIS,yol,4,1999-05-13,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,,
Ukraine,RoX.KIS,goblak,5,1988-12-04,XMG Captains Draft Invitational,2014-02-18,2014-04-01,3,4825.0,,
,MVP Phoenix,march,1,,Korean Dota League - Tier 1,2014-02-16,2014-03-26,2,20160.0,,
South Korea,MVP Phoenix,heen,2,1987-02-28,Korean Dota League - Tier 1,2014-02-16,2014-03-26,2,20160.0,,
South Korea,MVP Phoenix,forev,3,1991-11-18,Korean Dota League - Tier 1,2014-02-16,2014-03-26,2,20160.0,,
South Korea,MVP Phoenix,reisen,4,1993-03-04,Korean Dota League - Tier 1,2014-02-16,2014-03-26,2,20160.0,,
South Korea,MVP Phoenix,dubu,5,1993-07-12,Korean Dota League - Tier 1,2014-02-16,2014-03-26,2,20160.0,,
USA,Evil Geniuses,fear,1,1988-02-19,Monster Energy Invitational,2014-03-07,2014-03-09,1,10000.0,1214.7692341647248,1235.551828442287
Canada,Evil Geniuses,arteezy,2,1996-07-01,Monster Energy Invitational,2014-03-07,2014-03-09,1,10000.0,1214.7692341647248,1235.551828442287
USA,Evil Geniuses,universe,3,1989-10-11,Monster Energy Invitational,2014-03-07,2014-03-09,1,10000.0,1214.7692341647248,1235.551828442287
Sweden,Evil Geniuses,zai,4,1997-08-05,Monster Energy Invitational,2014-03-07,2014-03-09,1,10000.0,1214.7692341647248,1235.551828442287
USA,Evil Geniuses,ppd,5,1991-11-02,Monster Energy Invitational,2014-03-07,2014-03-09,1,10000.0,1214.7692341647248,1235.551828442287
Canada,Team Liquid,tc,1,1992-04-04,Monster Energy Invitational,2014-03-07,2014-03-09,3,2000.0,1101.6302512980474,1095.0941715324534
USA,Team Liquid,mss,2,,Monster Energy Invitational,2014-03-07,2014-03-09,3,2000.0,1101.6302512980474,1095.0941715324534
USA,Team Liquid,bulba,3,1991-07-10,Monster Energy Invitational,2014-03-07,2014-03-09,3,2000.0,1101.6302512980474,1095.0941715324534
USA,Team Liquid,fluffnstuff,4,1992-08-02,Monster Energy Invitational,2014-03-07,2014-03-09,3,2000.0,1101.6302512980474,1095.0941715324534
,Team Liquid,wayto,5,,Monster Energy Invitational,2014-03-07,2014-03-09,3,2000.0,1101.6302512980474,1095.0941715324534
Canada,Cloud9,eternalenvy,1,1991-07-02,Monster Energy Invitational,2014-03-07,2014-03-09,2,3000.0,1153.814064734584,1178.5061758088707
Netherlands,Cloud9,singsing,2,1991-06-19,Monster Energy Invitational,2014-03-07,2014-03-09,2,3000.0,1153.814064734584,1178.5061758088707
USA,Cloud9,demon,3,1990-07-08,Monster Energy Invitational,2014-03-07,2014-03-09,2,3000.0,1153.814064734584,1178.5061758088707
,Cloud9,aui_2000,4,,Monster Energy Invitational,2014-03-07,2014-03-09,2,3000.0,1153.814064734584,1178.5061758088707
Sweden,Cloud9,pieliedie,5,,Monster Energy Invitational,2014-03-07,2014-03-09,2,3000.0,1153.814064734584,1178.5061758088707
Canada,Team eHug,jigglebilly,1,1994-06-09,Monster Energy Invitational,2014-03-07,2014-03-09,3,2000.0,,
USA,Team eHug,ryuuboruz,2,,Monster Energy Invitational,2014-03-07,2014-03-09,3,2000.0,,
USA,Team eHug,cak3z,3,,Monster Energy Invitational,2014-03-07,2014-03-09,3,2000.0,,
,Team eHug,ima_sheepsux,4,,Monster Energy Invitational,2014-03-07,2014-03-09,3,2000.0,,
USA,Team eHug,pandaego,5,,Monster Energy Invitational,2014-03-07,2014-03-09,3,2000.0,,
Canada,Speed Gaming.int,eternalenvy,1,1991-07-02,Electronic Sports Prime Shock Therapy Cup,2014-01-31,2014-02-08,3,1000.0,,
Netherlands,Speed Gaming.int,singsing,2,1991-06-19,Electronic Sports Prime Shock Therapy Cup,2014-01-31,2014-02-08,3,1000.0,,
Romania,Speed Gaming.int,bone7,3,1991-02-20,Electronic Sports Prime Shock Therapy Cup,2014-01-31,2014-02-08,3,1000.0,,
,Speed Gaming.int,aui_2000,4,,Electronic Sports Prime Shock Therapy Cup,2014-01-31,2014-02-08,3,1000.0,,
Sweden,Speed Gaming.int,pieliedie,5,,Electronic Sports Prime Shock Therapy Cup,2014-01-31,2014-02-08,3,1000.0,,
Sweden,Fnatic,era,1,1995-09-03,Electronic Sports Prime Shock Therapy Cup,2014-01-31,2014-02-08,3,1000.0,1118.76234838275,1114.954015552498
Germany,Fnatic,h4nn1,2,,Electronic Sports Prime Shock Therapy Cup,2014-01-31,2014-02-08,3,1000.0,1118.76234838275,1114.954015552498
Finland,Fnatic,trixi,3,1989-12-28,Electronic Sports Prime Shock Therapy Cup,2014-01-31,2014-02-08,3,1000.0,1118.76234838275,1114.954015552498
Denmark,Fnatic,n0tail,4,1993-10-08,Electronic Sports Prime Shock Therapy Cup,2014-01-31,2014-02-08,3,1000.0,1118.76234838275,1114.954015552498
